Title,Year,Duration,Certificate,Rating,Image URL
Double Indemnity,1944,1h 47m,Approved,8.3,"https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Like Stars on Earth,2007,2h 42m,PG,8.3,"https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg"
North by Northwest,1959,2h 16m,Approved,8.3,"https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Full Metal Jacket,1987,1h 56m,R,8.2,"https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
M,1931,1h 39m,Passed,8.3,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX90_CR0,1,90,133_.jpg"
A Separation,2011,2h 3m,PG-13,8.3,"https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Amélie,2001,2h 2m,R,8.2,"https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Vertigo,1958,2h 8m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg"
Citizen Kane,1941,1h 59m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Die Hard,1988,2h 12m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
To Kill a Mockingbird,1962,2h 9m,Approved,8.2,"https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Indiana Jones and the Last Crusade,1989,2h 7m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Sting,1973,2h 9m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
I Swear,2025,2h,R,8.4,"https://m.media-amazon.com/images/M/MV5BNWQxYTMyZTktZDg5Yi00Y2YwLWI4YzQtMjkyYmYxNmFjYThmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
A Clockwork Orange,1971,2h 16m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Metropolis,1927,2h 30m,Passed,8.2,"https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
1917,2019,1h 59m,R,8.2,"https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,5,90,133_.jpg"
Attack on Titan: The Last Attack,2024,2h 25m,N/A,9.0,"https://m.media-amazon.com/images/M/MV5BNzVjOWEwYjEtNDJhOC00YjUyLThjMWItMDQwZGY1ODM4YzI3XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg"
Snatch,2000,1h 42m,R,8.2,"https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
The Wolf of Wall Street,2013,3h,R,8.2,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Truman Show,1998,1h 43m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Downfall,2004,2h 36m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY133_CR1,0,90,133_.jpg"
L.A. Confidential,1997,2h 18m,R,8.2,"https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
Dangal,2016,2h 41m,Not Rated,8.3,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY133_CR3,0,90,133_.jpg"
Shutter Island,2010,2h 18m,R,8.2,"https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Green Book,2018,2h 10m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Bicycle Thieves,1948,1h 29m,Not Rated,8.2,"https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UY133_CR1,0,90,133_.jpg"
Oppenheimer,2023,3h,R,8.2,"https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Judgment at Nuremberg,1961,2h 59m,Approved,8.3,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Batman Begins,2005,2h 20m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Jurassic Park,1993,2h 7m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX90_CR0,1,90,133_.jpg"
For a Few Dollars More,1965,2h 12m,R,8.2,"https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Hamilton,2020,2h 40m,PG-13,8.3,"https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Taxi Driver,1976,1h 54m,R,8.2,"https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Project Hail Mary,2026,2h 36m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BNTkwNzJiYTctNzI3NC00NjE1LTlhYjktY2Q5MTdmMWFmNzcxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Some Like It Hot,1959,2h 1m,Approved,8.2,"https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg"
There Will Be Blood,2007,2h 38m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Father,2020,1h 37m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Kid,1921,1h 8m,Passed,8.2,"https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
All About Eve,1950,2h 18m,Approved,8.2,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Sixth Sense,1999,1h 47m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Ran,1985,2h 40m,R,8.2,"https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Casino,1995,2h 58m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Thing,1982,1h 49m,R,8.2,"https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
No Country for Old Men,2007,2h 2m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Prisoners,2013,2h 33m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Top Gun: Maverick,2022,2h 10m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Kill Bill: Vol. 1,2003,1h 51m,R,8.2,"https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Pan's Labyrinth,2006,1h 58m,R,8.2,"https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Unforgiven,1992,2h 10m,R,8.2,"https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
A Beautiful Mind,2001,2h 15m,PG-13,8.2,"https://m.media-amazon.com/images/M/MV5BYjgzNjFkMmItOGJhNi00NWM3LWJlYTUtNDExMGQ3ZTI3NjJkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Howl's Moving Castle,2004,1h 59m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Treasure of the Sierra Madre,1948,2h 6m,Approved,8.2,"https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Finding Nemo,2003,1h 40m,G,8.2,"https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_QL75_UX90_CR0,0,90,133_.jpg"
Klaus,2019,1h 36m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Yojimbo,1961,1h 50m,Not Rated,8.2,"https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Elephant Man,1980,2h 4m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Great Escape,1963,2h 52m,Approved,8.2,"https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,2h 35m,R,8.4,"https://m.media-amazon.com/images/M/MV5BOGQ3YWUzYjEtMTJiYy00ZjQ0LWI0YjktYjhiNGVhNGExYTM3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Monty Python and the Holy Grail,1975,1h 31m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Dial M for Murder,1954,1h 45m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg"
The Secret in Their Eyes,2009,2h 9m,R,8.2,"https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Gone with the Wind,1939,3h 58m,G,8.2,"https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
"Lock, Stock and Two Smoking Barrels",1998,1h 47m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Chinatown,1974,2h 10m,R,8.1,"https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
The Best of Youth,2003,6h 14m,R,8.4,"https://m.media-amazon.com/images/M/MV5BYzcxMTE2YjUtMzIyMy00NDNjLWE3ZWYtODQzYmNhNDVhNDZmXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg"
V for Vendetta,2005,2h 12m,R,8.1,"https://m.media-amazon.com/images/M/MV5BZDEwOTRjNjgtOGY0MC00NGYxLWFmYmQtNjc1ZjVhMTc0OWUxXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Catch Me If You Can,2002,2h 21m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_QL75_UX90_CR0,0,90,133_.jpg"
Inside Out,2015,1h 35m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Trainspotting,1996,1h 33m,R,8.1,"https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
"Three Billboards Outside Ebbing, Missouri",2017,1h 55m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Dead Poets Society,1989,2h 8m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Rashomon,1950,1h 28m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BZDlkYjViMDAtYjkxNy00ZDk1LWE5MmUtNDc4NDU3ZWJmOTYzXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Harry Potter and the Deathly Hallows: Part 2,2011,2h 10m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Bridge on the River Kwai,1957,2h 41m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg"
The Wild Robot,2024,1h 42m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
Barry Lyndon,1975,3h 5m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Ben-Hur,1959,3h 32m,G,8.1,"https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Warrior,2011,2h 20m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_QL75_UX90_CR0,3,90,133_.jpg"
Fargo,1996,1h 38m,R,8.1,"https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Hacksaw Ridge,2016,2h 19m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX90_CR0,3,90,133_.jpg"
Mad Max: Fury Road,2015,2h,R,8.1,"https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Million Dollar Baby,2004,2h 12m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Children of Heaven,1997,1h 29m,PG,8.2,"https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Ratatouille,2007,1h 51m,G,8.1,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
My Neighbor Totoro,1988,1h 26m,G,8.1,"https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Raging Bull,1980,2h 9m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Gran Torino,2008,1h 56m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY133_CR0,0,90,133_.jpg"
12 Years a Slave,2013,2h 14m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Grand Budapest Hotel,2014,1h 39m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Memories of Murder,2003,2h 11m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
How to Train Your Dragon,2010,1h 38m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Before Sunrise,1995,1h 41m,R,8.1,"https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Blade Runner,1982,1h 57m,R,8.1,"https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
"Monsters, Inc.",2001,1h 32m,G,8.1,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Gone Girl,2014,2h 29m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Spider-Man: No Way Home,2021,2h 28m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Jaws,1975,2h 4m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Ford v Ferrari,2019,2h 32m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
In the Name of the Father,1993,2h 13m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Wild Tales,2014,2h 2m,R,8.1,"https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Gold Rush,1925,1h 35m,Approved,8.1,"https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Sherlock Jr.,1924,45m,Passed,8.1,"https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
Mary and Max,2009,1h 32m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg"
The Deer Hunter,1978,3h 3m,R,8.1,"https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
The Wages of Fear,1953,2h 36m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BMjI3MjU2Mzg2MF5BMl5BanBnXkFtZTgwOTg2MTMzMjE@._V1_QL75_UY133_CR5,0,90,133_.jpg"
Chainsaw Man - The Movie: Reze Arc,2025,1h 40m,R,8.3,"https://m.media-amazon.com/images/M/MV5BZmMzNGVhODktYmU5MS00MDg1LThlNTEtNTMyYTg5MDA0Njk4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Chaos Class Failed the Class,1975,1h 35m,N/A,8.4,"https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
